"filePath","line","column","ruleId","severity","message","source"
"C:\Apartment-Locator-AI-Real-main\src\pages\MarketIntelRevamped.tsx","12","3","@typescript-eslint/no-unused-vars","1","'Calendar' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\MarketIntelRevamped.tsx","14","3","@typescript-eslint/no-unused-vars","1","'AlertTriangle' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\MarketIntelRevamped.tsx","16","3","@typescript-eslint/no-unused-vars","1","'Info' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\MarketIntelRevamped.tsx","17","3","@typescript-eslint/no-unused-vars","1","'Zap' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\MarketIntelRevamped.tsx","20","3","@typescript-eslint/no-unused-vars","1","'PieChart' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\MarketIntelRevamped.tsx","48","34","@typescript-eslint/no-unused-vars","1","'error' is assigned a value but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\MarketIntelRevamped.tsx","473","63","react/no-unescaped-entities","1","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\NotFound.tsx","58","31","react/no-unescaped-entities","1","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\NotFound.tsx","58","52","react/no-unescaped-entities","1","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\OffersMade.tsx","297","25","react/no-unescaped-entities","1","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\OffersMade.tsx","297","39","react/no-unescaped-entities","1","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\PaymentSuccess.tsx","3","23","@typescript-eslint/no-unused-vars","1","'ArrowRight' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\Pricing.tsx","139","53","react/no-unescaped-entities","1","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\PrivacyPolicy.tsx","3","29","@typescript-eslint/no-unused-vars","1","'Lock' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\PrivacyPolicy.tsx","3","35","@typescript-eslint/no-unused-vars","1","'Eye' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\ProgramAI.tsx","3","10","@typescript-eslint/no-unused-vars","1","'Input' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\ProgramAI.tsx","5","10","@typescript-eslint/no-unused-vars","1","'Badge' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\ProgramAI.tsx","8","10","@typescript-eslint/no-unused-vars","1","'Slider' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\ProgramAI.tsx","14","65","@typescript-eslint/no-unused-vars","1","'X' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\ProgramAI.tsx","14","68","@typescript-eslint/no-unused-vars","1","'Plus' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\ProgramAI.tsx","14","74","@typescript-eslint/no-unused-vars","1","'Settings' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\ProgramAI.tsx","84","10","@typescript-eslint/no-unused-vars","1","'searchSettings' is assigned a value but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\ProgramAI.tsx","523","39","react/no-unescaped-entities","1","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\ProgramAI.tsx","827","78","react/no-unescaped-entities","1","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\PropertyDetails.tsx","42","8","@typescript-eslint/no-unused-vars","1","'ModernPageLayout' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\PropertyDetails.tsx","66","10","@typescript-eslint/no-unused-vars","1","'activeImageIndex' is assigned a value but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\PropertyDetails.tsx","66","28","@typescript-eslint/no-unused-vars","1","'setActiveImageIndex' is assigned a value but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\PropertyDetails.tsx","105","15","@typescript-eslint/no-unused-vars","1","'aiEngine' is assigned a value but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\RenterIntelligence.tsx","2","21","@typescript-eslint/no-unused-vars","1","'Home' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\SavedProperties.tsx","3","25","@typescript-eslint/no-unused-vars","1","'ArrowLeft' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\SavedProperties.tsx","50","40","react/no-unescaped-entities","1","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\Trial.tsx","2","27","@typescript-eslint/no-unused-vars","1","'TeaserIntelligence' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\Trial.tsx","21","5","@typescript-eslint/no-unused-vars","1","'isExpired' is assigned a value but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\pages\Trial.tsx","28","5","@typescript-eslint/no-unused-vars","1","'convertToTeaserData' is assigned a value but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\services\userDataExportService.ts","8","75","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\services\userDataExportService.ts","51","26","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\services\userDataExportService.ts","65","26","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\services\userService.ts","2","15","@typescript-eslint/no-unused-vars","1","'Database' is defined but never used.",""
"C:\Apartment-Locator-AI-Real-main\src\services\userService.ts","6","48","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\services\userService.ts","32","48","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\setupTests.ts","32","12","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\setupTests.ts","46","12","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\types\shims.d.ts","12","35","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\types\shims.d.ts","13","36","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\types\shims.d.ts","17","50","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\types\shims.d.ts","17","65","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\types\shims.d.ts","25","45","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\types\shims.d.ts","26","46","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\types\shims.d.ts","35","52","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\types\shims.d.ts","36","53","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
"C:\Apartment-Locator-AI-Real-main\src\types\shims.d.ts","37","46","@typescript-eslint/no-explicit-any","1","Unexpected any. Specify a different type.",""
